MMSI;Name;Call;Type
518896000;POCHARD S;E5U2843;Cargo
518100279;JUMPER;E5U3215;Cargo
309285000;OPAL LEADER;C6VT8;Cargo
245451000;MARJA;PHBB;Cargo
636092390;HELGA;D5BK2;Cargo
210008000;JORK RULER;5BXR2;Cargo
244085000;DUTCH SPIRIT;PDTO;Tanker
249239000;WILHELMINE;9HA4165;Cargo
319090700;SEA PLOEG;ZGER8;Tanker
616999020;ST.FILIP;D6GD3;Cargo
244149000;DANZIGERGRACHT;PBLJ;Cargo
247141100;FT ODIN;IBXI;Tanker
247182200;SDS WIND;ICZW;Cargo
538006217;BROOK TROUT;V7CW6;Tanker
477409000;NAVE NEUTRINO;VRYU3;Tanker
229922000;JS GREENSPEED;9HA3719;Tanker
273439680;ULUS STAR;UHPB;Cargo
277487000;WADDENS;LYTR;Cargo
414101000;XIA ZHI YUAN 6;BKQC5;Dredging
245839000;ERASMUSGRACHT;PDYV;Cargo
725001045;SPL ATACAMA;CBAV;Cargo
725019110;SPL TARAPACA;CBTQ;Cargo
258594000;NORMAND REACH;LAXG7;Cargo
477652600;SITC ZHOUSHAN;VRML9;Cargo
256456000;GOLDEN SHANGHAI;9HA2862;Cargo
245107000;EVIDENCE;PCDA;Cargo
636016824;GEMINI;D5HZ3;Cargo
304140000;WIEBKE;V2OD9;Cargo
255801540;AUTOSTAR;CQQC;Cargo
577277000;C.PIONEER;YJTX7;Cargo
246626000;IJSSELDIJK;PBUY;Cargo
371544000;HANJIN BREMERHAVEN;3ECF9;Cargo
257686000;HOEGH TRITON;LAKS7;Cargo
249579000;DAVIDE B;9HA4297;Tanker
370825000;ERIA COLOSSUS;3FON7;Cargo
311027300;ARCTURUS VOYAGER;C6YA7;Tanker
249746000;SEAMUSIC;9HZL9;Tanker
563475000;IVS SUNBIRD;9V3262;Cargo
564515000;ASIA RUBY IV;9V2667;Cargo
273332410;VIKING;UBFF2;Cargo
563944000;ALPINE ETERNITY;9VGA8;Tanker
247324400;CAPETAN COSTIS;IBBH;Cargo
373355000;MSC ARIANE;3FDA3;Cargo
574427000;PVT EAGLE;XVFF;Tanker
538006497;ECO NEMESIS;V7NS7;Tanker
275466000;RIX EMERALD;YLKX;Cargo
538003853;NAVE CONSTELLATION;V7TP5;Tanker
249612000;DACC ADRIATICO;9HA4313;Cargo
564639000;KOTA SABAS;9V2121;Cargo
477537300;DHT REDWOOD;VRPV5;Tanker
636092493;NORDIC BEIJING;D5DW8;Cargo
352198000;ENERGY ORPHEUS;3FBX3;Tanker
577278000;GOLDEN GLORY;YJTX8;Cargo
477441100;MARSDEN POINT;VRNF3;Cargo
224925000;OMVAC DOCE;EAKW;Dredging
636091174;HS CARMEN;A8KD6;Tanker
219215000;MAERSK BROOKLYN;OZDA2;Cargo
311000046;STENA ALEXITA;C6AH5;Tanker
209668000;PILEAS I;P3YG9;Tug
538003018;AL THUMAMA;V7NU3;Tanker
413471970;RU YI SONG;BOEG;Cargo
538005417;STI BROOKLYN;V7DQ3;Tanker
273421660;"ARBAT";UBGK;Cargo
431052000;SUNNY MARS;7JSQ;Tanker
538006307;ADVANTAGE SUMMER;V7EW8;Tanker
636092241;TIGER RIVER;A8ZB6;Cargo
235101635;LOCH SEAFORTH;2GYU4;Passenger
538005745;NAUTIC;V7GP9;Tanker
215825000;NORTHSEA SENSE;9HCA8;Tanker
249241000;EDWINE OLDENDORFF;9HA4167;Cargo
269021000;SCL BASILISK;HBLG;Cargo
477730500;CHINA FRIENDSHIP;VRPE7;Cargo
636091335;FRISIA HELSINKI;A8ME6;Cargo
311000235;LAWIN ARROW;C6BD8;Cargo
636015333;ARCADIA;D5AA2;Cargo
636016011;OCEAN ENERGY;A8WD4;Cargo
636016150;ORIENTAL ANGEL;D5ES3;Cargo
356931000;QUEZON BRIDGE;3FOW;Cargo
538090432;INGWAR SELMER;V7WE6;Cargo
351210000;GERTRUDIS;3FSF5;Cargo
356493000;FREJA HAFNIA;3FUG4;Tanker
477637900;WUCHOW;VRNT6;Cargo
477726900;MAERSK WINNIPEG;VRGI7;Cargo
355311000;PACIFIC KINDNESS;3EVU;Cargo
563524000;SUMATRA;9V8726;Cargo
351042000;POWER LOONG;3EGG6;Cargo
235109552;LUNDY SENTINEL;2IGM8;Tug
564196000;CAPE AUSTRALIA;9V2419;Cargo
354363000;POSITIVE PASSION;3FUG8;Cargo
210040000;MCP VIENNA;5BDN2;Cargo
636014644;DIAPOROS;A8VP5;Cargo
477065400;OCEAN SAPPHIRE;VRKL8;Cargo
370419000;HOYU;3EYR2;Tanker
564817000;LENA;9V7699;Tanker
636017110;TRIATHLON;D5JI6;Tanker
357017000;SEA TOPAZ;3EYX2;Cargo
525008068;LPG C ARIMBI;PODD;Tanker
273352720;CLOE;UBFH4;Tanker
311058700;DISNEY FANTASY;C6ZL6;Passenger
538002264;OVERSEAS PETROMAR;V7HN2;Tanker
636017230;SQUIRESHIP;D5JW7;Cargo
354008000;GLOMAR VENTURE;HO3588;Cargo
273328200;CASPIAN WIND;UCAZ;Cargo
256453000;FEO SWAN;9HUY8;Tanker
209783000;TROODOS AIR;5BJJ4;Cargo
311000467;LUZON SPIRIT;C6CG7;Tanker
229312000;LAMBI;9HA3222;Cargo
271043941;MUHAMMET GUMUSTAS2;TCA3245;Cargo
564042000;PACIFIC VIPER;9V2033;Tug
565849000;ASIATIC KING;9V3931;Cargo
373202000;IMARI;3EZI9;Cargo
355289000;MSC SUEZ;HPMS;Cargo
356482000;CHUBU MARU;3FBJ7;Cargo
232150000;BRITISH GANNET;MGRX9;Tanker
235094626;VECTIS PROGRESS;2FVR9;Cargo
308814000;SILVER WIND;C6FG2;Passenger
357673000;SPRING BRIGHT;3FLF5;Cargo
566619000;NORD SUMMIT;S6RW5;Cargo
431688000;ASAHI MARU;JGQU;Cargo
259001000;BOURBON SAPPHIRE;LCQH;Cargo
304511000;RMS LAAR;V2OB7;Cargo
305059000;JEVENAU;V2CO5;Cargo
563770000;BOGA INDAH;9V2399;Cargo
309396000;CLIPPER TENACIOUS;C6Y2051;Cargo
538003756;NAVIG8 HONOR;V7SZ5;Tanker
538005271;STENAWECO EVOLUTION;V7CJ6;Tanker
413167000;XIN YANG PU;BPNC;Cargo
212571000;TIM;5BLC2;Cargo
247148700;NEVERLAND;IBCT;Tanker
276672000;STAR;ESCJ;Passenger
351653000;MUKARNAS;3FEK5;Cargo
636015473;FPMC B IMAGE;D5AZ2;Cargo
224521000;LAGA;EAFC;Cargo
229829000;M T RIROIL-3;9HTO7;Tanker
477883100;COSCO YINGKOU;VRCY6;Cargo
356721000;PRO EMERALD;HOVA;Tanker
244903000;SLUISGRACHT;PFBE;Cargo
215566000;PALMALI DISCOVERY;9HTK7;Cargo
246660000;HAPPY DOVER;PBXH;Cargo
257077000;MT DOLVIKEN;LADK7;Tanker
576081000;CRYSTAL WIND;YJVR5;Cargo
636013350;KERALA;A8MJ3;Tanker
370271000;MSC SORAYA;3ESD8;Cargo
353262000;AJISAI;H8AN;Cargo
566244000;HAFNIA ASIA;9V3329;Tanker
236311000;ORION;ZDHF5;Cargo
305918000;CELTIC VIGOUR;V2GF2;Cargo
636017116;THIRA;D5JJ5;Cargo
256295000;KAILI;9HQO8;Cargo
271001045;NEMTAS_4;TCQU2;Cargo
259002000;WESTERN STAVANGER;LALN7;Cargo
256038000;CSL ELBE;9HJE8;Cargo
248843000;GARIP BABA;9HA2544;Cargo
210581000;CAPE RACE;5BRQ3;Cargo
247301400;AQUITANIA G;ICOU;Cargo
538005720;OMIROS;V7GJ9;Cargo
219020207;STENA CARRIER;OWEE2;Cargo
226328000;CMA CGM F. ST PIERRE;FQFM;Cargo
538006286;ALBERTO TOPIC;V7LK7;Cargo
636012989;SOPHIA;A8JT3;Cargo
636016520;VANTAGE_WAVE;D5GO4;Cargo
413073000;XIN QIN HUANG DAO;BPBD;Cargo
370947000;CLIPPER KASASHIO;3FZH4;Cargo
210645000;PRINCE;5BMG4;Passenger
256312000;WILSON STADT;9HQW8;Cargo
353877000;CAPE INFINITY;3FQD2;Cargo
351592000;K.ASTER;3FUB2;Cargo
230927000;SEAGARD;OJIW;Cargo
450241000;KARIM ALLAH;ODJX;Cargo
311026000;NINA;C6WA8;Cargo
351390000;MERITIUS;3FJY2;Cargo
564096000;CAPRICORN ONE;9V3475;Cargo
311117000;KINE;C6WT4;Cargo
205677000;HOJO;ONIG;Tanker
305600000;LAURA ANN;V2AR8;Cargo
636092516;RIO TAMARA;D5EO5;Cargo
636017199;HARRIER HUNTER;A8VD8;Cargo
563229000;MAERSK ELLIOT;9V3480;Tanker
257081000;FROYA;LANS7;Tanker
636013337;CHEM HELEN;A8MG4;Tanker
229535000;MIRO D;9HA3388;Tanker
304014000;WES MONICA;V2GN6;Cargo
255805834;CORSICA LINEA DUI;CQBF;Cargo
354776000;MSC RAFAELA;3FWG6;Cargo
215576000;SIRIOS CEMENT III;9HUI7;Cargo
636014164;MARDI GRAS;A8RU6;Cargo
256770000;ADFINES SKY;9HA2926;Tanker
565871000;MTM PENANG;9V2994;Tanker
235505000;HARTLAND POINT;ZIQS6;Cargo
356189000;SIDER DREAM;3FEW8;Cargo
249976000;SEA QUEEN II;9HA2111;Cargo
271002601;ZEYNEP KA;TCTF8;Tanker
211207100;WAL;DLCQ;Tug
229699000;LADY NURGUL;9HA3529;Cargo
238257000;KASTAV;9AA6417;Tanker
304080000;AURORA;V2GS9;Cargo
257799000;SPAR DRACO;LAFO6;Cargo
636010697;GIOVANNI TOPIC;ELUK4;Cargo
273396670;FORWARD;UBWO4;Cargo
312718000;DONMASTER SPIRIT;V3YS3;Cargo
357444000;MSC MEDITERRANEAN;H8JI;Cargo
244789000;CFL PROSPECT;PHLG;Cargo
477654600;PILATUS VENTURE;VROA8;Cargo
538005761;ARDMORE ENDEAVOUR;V7GT7;Tanker
256739000;EVANTHIA;9HA2921;Cargo
238201000;ZADAR;9A9766;Passenger
231809000;SVITZER TYR;OZ2118;Tug
354294000;K.GARNET;3EVU4;Cargo
564067000;SPIRIT OF SHANGHAI;9V2499;Cargo
240672000;NISSOS_CHIOS;SXXL;Passenger
255802940;M V MATTHEW;CQOT;Tanker
538004375;OVERSEAS SAMAR;V7WR7;Tanker
353647000;MORNING CINDY;3FQY7;Cargo
605086070;TIN ZIREN;7THG;Cargo
353637000;RICH OCEAN 17;3FUF6;Cargo
309201000;EJNAN;C6VW6;Tanker
305848000;LAGARFOSS;V2QK5;Cargo
255805460;ZAMBESI;CQLZ;Cargo
235060255;CPO GERMANY;2AJQ4;Tanker
225390000;ALBIZ;EASR;Cargo
219001259;MERETE CHRIS;OUSF2;Dredging
538001906;LADY KORCULA;V7FC7;Cargo
235109536;BW SAKURA;2IGK9;Tanker
227278000;MN TOUCAN;FNAV;Cargo
253034000;CYMBELINE;LXCZ;Cargo
636011782;AEGEAN FAITH;A8BJ6;Tanker
228085000;COTE DES FLANDRES;FMAB;Passenger
241142000;COMMON CALYPSO;SVBJ5;Cargo
305820000;CENTAURUS;V2ED3;Tug
636013377;NIKOLAOS;A8MM9;Cargo
257684000;BERGEN VIKING;3YLF;Tanker
563758000;NYK RUMINA;9V7645;Cargo
240633000;AEGEAN HARMONY;SZVD;Tanker
538004924;FAIRCHEM SILVER;V7ZV6;Tanker
236501000;STEN BERGEN;ZDIY8;Tanker
258774000;HOEGH TROVE;LAKB6;Cargo
247104400;QUERCIANELLA;IBKR;Tanker
538006106;HARVEST TIME;V7JU5;Cargo
247257900;COSTA LUMINOSA;ICGU;Passenger
247104500;DIEGO;IBHE;Tanker
271002550;SUDE S;TCSX6;Tanker
235007450;ENERGY CONQUEROR;MEPE6;Tanker
305047000;STADT JENA;V2CM9;Cargo
235053701;PHENIX;MQVD9;Tug
355028000;MSC AMERICA;HOYZ;Cargo
247256600;ARDENZA;IBAE;Tanker
636016307;PAXI;D5FM2;Cargo
255805660;TASMAN STRAIT;CQGK;Cargo
273334560;NEVA-LEADER 6;UBFK8;Cargo
319027500;TALISMAN C;ZGBL8;Pleasure
249639000;TUI DISCOVERY;9HA4324;Passenger
229003000;ADFINES NORTH;9HA2980;Cargo
247241800;EUROCARGO PALERMO;IBAU;Cargo
218731000;LEANDER;DEDP;Tanker
477746400;GH GLORY;VRHU3;Cargo
311000261;SEISHU MARU;C6BH2;Tanker
212215000;RUDDY;5BRB2;Cargo
636016726;ELKA ELEFSIS;D5HM2;Tanker
371618000;EUPHONY ACE;3EDG6;Cargo
219076000;TERNHOLM;OWIM2;Tanker
209534000;ASIAN   SUN;C4ER2;Cargo
477814200;ROSCO LITCHI;VRHZ9;Cargo
247341500;GRANDE COTONOU;IBDT;Cargo
259584000;ROHAV;LLUZ;Cargo
247186500;GRANDE SICILIA;ICCQ;Cargo
636092731;RMS NEUD0RF;D5LW9;Cargo
304010417;DORNUM;V2OZ;Cargo
371697000;GUANGZHOU HIGHWAY;3EDQ6;Cargo
273114700;MEKHANIK YARTSEV;UCOQ;Cargo
219571000;MAERSK EDWARD;OWVT2;Tanker
218801000;SIMON B;DJBU2;Cargo
636015934;AFRA HAWTHORN;D5DO7;Tanker
305994000;VENTURA;V2GM2;Cargo
235606000;BRITISH EXPLORER;VQGB2;Tanker
235679000;BRITISH MERLIN;VQOG5;Tanker
477076300;NEW DELHI EXPRESS;VRBK5;Cargo
304851000;SLOMAN PROVIDER;V2BK8;Cargo
565322000;FORTUNATO;9VKA3;Tanker
538003294;LIJMILIYA;V7PV2;Tanker
538005294;TWINKLE STAR;V7CO4;Tanker
319282000;STOLT SAGALAND;ZCTV7;Tanker
370043000;GLOMAR ENDURANCE;HO5166;SAR
356370000;STAR HYPERION;3FDK6;Cargo
249066000;WILSON HARRIER;9HJP9;Cargo
354537000;MSC MANDY;HPRL;Cargo
210711000;M V AZIZI;C4KV2;Cargo
368685000;APL KOREA;WCX8883;Cargo
441992000;ASIAN VISION;D8CU;Cargo
236344000;AMKE;ZDHP8;Cargo
247000400;VIA ADRIATICO;ICNL;Passenger
259851000;VINLAND;LAHC7;Tanker
477198000;SAGA SKY;VRYB8;Cargo
266248000;TRANSPULP;SKEI;Cargo
311000448;ATHENS SPIRIT;C6CE4;Tanker
477067200;BAO LUCKY;VRNL6;Cargo
636015164;GREENWICH PARK;A8YZ9;Tanker
375241000;SVS VEGA;J8B5065;Cargo
373012000;BOTAFOGO SW;3FIG8;Cargo
236544000;GRANDE ATLANTICO;ZDJO5;Cargo
229735000;GISELE A;9HA3562;Cargo
636092662;VEGA OMIKRON;D5JW9;Cargo
246634000;ERIEBORG;PBVT;Cargo
636017015;SAINT GEORGE;D5IX3;Tanker
310514000;METHANE LYDON VOLNEY;ZCDS2;Tanker
374922000;BERGE HALLASAN;3FNV2;Cargo
370852000;PLEIADES SPIRIT;3FYP8;Cargo
210376000;KMAX EMPEROR;5BGC4;Cargo
565613000;STRATEGIC ENTITY;9V2364;Cargo
259790000;MV SATURNUS;LAFW7;Cargo
236598000;AASHEIM;ZDKD8;Cargo
235080635;KELLY C;2DNZ7;Cargo
477181100;INDIAN OCEAN;VROQ8;Cargo
207136000;VARNA;LZFZ;Cargo
235067944;JACQUELINE C;2BON5;Cargo
351463000;BLU TIDE;HPSU;Cargo
351132000;MELOI;3FOD;Cargo
314027000;OLGA;8PMC;Cargo
220555000;TORM THAMES;OYNK2;Tanker
247292200;SDS GREEN;ICOK;Cargo
636011490;SCF ALTAI;ELZP3;Tanker
304010802;BOSPORUS;V2QY;Cargo
205695000;UNION LYNX;ORRW;Tug
210318000;LEENI;C4LT2;Tanker
636017329;CIELO DI TAMPA;D5KJ8;Cargo
273359170;VF TANKER-13;UBSI3;Tanker
311034400;IBERICA HAV;C6YI3;Cargo
636016770;ODYSSEUS;A8KC9;Cargo
563907000;SAVITREE NAREE;9V3873;Cargo
271001093;DIANE A;TCRP3;Cargo
256437000;SANTA PAWLINA;9HA3913;Tanker
246210000;VOORNEDIEP;PBEX;Cargo
538004405;LOWLANDS BEACON;V7WV6;Cargo
304010515;FREJ;V2AF7;Cargo
636014609;ESHIPS MAYA;A8VG8;Tanker
309242000;WIND SURF;C6IO6;Passenger
311085000;STAR LEGEND;C6FR6;Passenger
247306300;SIDER VULCANO;ICRJ;Cargo
538004839;ICE GLACIER;V7ZJ4;Cargo
538002655;AGISILAOS;V7KO7;Tanker
245046000;LINGEBORG;PHMK;Cargo
667021000;ALTAIR;9LC2000;Cargo
244810209;TRINITYBORG;PCWU;Cargo
235056239;LAUREN C;MTNU5;Cargo
353910000;PEGASUS HIGHWAY;3FMA4;Cargo
225423000;VOLCAN DE TINAMAR;EAGJ;Passenger
538004454;TALA;V7XD7;Cargo
210261000;WESTERN BOHEME;5BSZ3;Cargo
256123000;CROWN II;9HA3829;Tanker
368889000;COALITION 198;NBIG;Military
376001000;AMT II;J8B4779;Cargo
636014972;AFRODITI;A8XT8;Tanker
304653000;MARCHICORA;V2OQ7;Cargo
356343000;MERCURY LEADER;HPEM;Cargo
236112003;ORAMALIA;ZDNQ4;Tanker
357509000;CAPE ENTERPRISE;HOZA;Cargo
374653000;JUBILANT DEVOTION;3FJO6;Cargo
566056000;MAERSK CAMEROUN;9V9408;Cargo
305264000;WARNOW;V2DN4;Cargo
272048000;ALKOR;UUNW;Cargo
235075591;KATHY C;2CTI7;Cargo
240774000;PANORIA;SVAA9;Cargo
209211000;FRI PORSGRUNN;5BFG4;Cargo
538005454;PENDULUM;V7EC9;Cargo
477797700;UNIQUE CARRIER;VRCV5;Cargo
247186800;CALAJUNCO M;ICCH;Tanker
209361000;SAMSKIP INNOVATOR;5BEX3;Cargo
256243000;B GAS SUPERIOR;9HA3862;Tanker
236111321;ANDANTE;ZDGU3;Cargo
256084000;SEA CLOUD;9HOM2;Passenger
205481000;BELLE  L  ADRIATIQUE;ONEN;Passenger
563213000;EAGLE TOLEDO;S6NK3;Tanker
563529000;EAGLE PHOENIX;9VKH2;Tanker
304346000;RMS RATINGEN;V2DK;Cargo
246807000;FRISIAN INO;PCPQ;Cargo
310534000;LNG KANO;ZCDT4;Tanker
240959000;MARAN POSEIDON;SVAV3;Tanker
636092361;RIO BRAVO;D5BA9;Cargo
249126000;SICHEM AMETYHST;9HA4117;Tanker
311003100;CSCC EUROPE;C6WY7;Cargo
273455920;KUDMA 4;UGLF;Cargo
538005855;ALKYON;V7HN6;Cargo
205694000;UNION BEAR;ORRV;Towing
235093797;BERGE FUJI;2FSC2;Cargo
229843000;PETRA;9HA3655;Cargo
312451000;LISA;V3VW3;Cargo
255804740;MONTESTENA;CQKU;Tanker
428011000;ZIM HAIFA;4XIM;Cargo
370138000;ZHONG XING HAI;3FXV2;Cargo
352808000;KAIJIN;3FWI3;Cargo
477257200;XIN LIAN YANG;VRMT7;Tanker
538004202;MOL MISSION;V7VS5;Cargo
636017205;CLAUDIA GAS;D5JU2;Tanker
241016000;PETALON;SVAZ8;Cargo
311000144;GLOBAL PRIME;C6AT2;Cargo
273313240;OMSKIY-105;UBRU;Cargo
538006787;FEDERAL YUKON;V7RG8;Cargo
355567000;PACIFIC DUCHESS;3EXZ5;Tanker
240911000;EKO 5;SVAR7;Tanker
235075245;MICHELE C;2CRW8;Cargo
352099000;VITIS;3FKC6;Tanker
354715000;MARINE EXPRESS;3FHX2;Tanker
636010183;GHASHA;ELRM6;Tanker
249128000;FENNO SWAN;9HLI9;Tanker
477711700;ANGEL NO.2;VRGH4;Tanker
357723000;MSC LEANNE;3EXH3;Cargo
565431000;HOKUETSU CENTURY;9VNT4;Cargo
215954000;GAS CATHAR;9HGI8;Tanker
538005816;ARDMORE SEALIFTER;V7HG6;Tanker
563068000;MAERSK MALAGA;9V3460;Tanker
351593000;TSING MA BRIDGE;H9YF;Cargo
636091799;NORTHERN JUBILEE;A8SZ6;Cargo
215471000;NARMADA SPIRIT;9HA2740;Tanker
319035500;PRECIOUS ACE;ZGAV5;Cargo
311495000;NAVION SAGA;C6SZ9;Tanker
311656000;HARBOUR LEADER;C6TK4;Tanker
636016397;NAVIGATOR EUROPA;D5FZ3;Tanker
414161000;ZHE HAI 511;BLWS;Cargo
353068000;MEDI PAESTUM;HOVM;Cargo
419001050;TAG 19;AWMM;Cargo
419474000;MT DESH BHAKT;AUBD;Tanker
352960000;MORNING LENA;3FBV;Cargo
373483000;ULTRA SASKATOON;3FFG;Cargo
374270000;AFRICAN TURACO;3FJS8;Cargo
477767200;BBG HOPE;VRMA3;Cargo
356412000;BULK AVANTI;3EGA5;Cargo
636091802;NORTHERN JAMBOREE;A8SZ9;Cargo
477742500;MAERSK WOLFSBURG;VRGP3;Cargo
249263000;ISOLA CELESTE;9HOD9;Tanker
235061987;TINA C;2APY2;Cargo
538006502;MUHUT SILVER;V7NT4;Tanker
636016851;BOMAR JULIANA;A8DG7;Cargo
538005412;STI TEXAS CITY;V7DP5;Tanker
351160000;TTM DRAGON;3EWE6;Cargo
210916000;BUFFLEHEAD;5BRB3;Cargo
636015699;EVA;D5CH3;Cargo
477195100;MAERSK VIRGINIA;VRMD3;Cargo
477974000;NAVE CELESTE;VRZH4;Tanker
477243200;ZHOUSHAN ISLAND;VRLY2;Cargo
466244000;KHAWR ALADID;A7NB;Tanker
565599000;MORNING CELLO;S6EB7;Cargo
477946000;OOCL ROTTERDAM;VRZK8;Cargo
477477100;XING JING HAI;VROP6;Cargo
310597000;METHANE BECKI ANNE;ZCEC2;Tanker
538003008;ECOMAR G.O.;V7NS3;Cargo
357284000;BULK NEWPORT;HOWP;Cargo
477334100;EASTERN CAPE;VRLD8;Cargo
305885000;BBC XINGANG;V2GC3;Cargo
311821000;ARIES VOYAGER;C6UK7;Tanker
477243800;SEA HARVEST;VRLY3;Tanker
241385000;NISSOS SCHINOUSSA;SVCF6;Tanker
311321000;VISION OF THE SEAS;C6SE8;Passenger
565558000;MOL PRESTIGE;9V3122;Cargo
371711000;MSC GIANNA;3FZY4;Cargo
311000221;GARIBALDI SPIRIT;C6BC2;Tanker
229619000;SYRA;9HA3455;Tanker
304039000;STADT GERA;V2GP6;Cargo
210263000;WESTERN AIDA;5BPY3;Cargo
538006543;TRF MOSS;V7OE7;Tanker
564041000;CORAL SEA;9VHB8;Tanker
636092474;MAERSK SEVILLE;D5DK9;Cargo
538003411;SOPHIA N;V7QP2;Cargo
304052000;PAUL;V2GQ7;Cargo
308015000;MOL CHARISMA;C6WN8;Cargo
372744000;NYK VIRGO;3EKK2;Cargo
247018700;GRANDE SCANDINAVIA;IBNF;Cargo
563432000;VERITY;9VVD7;Tanker
636016213;RIGEL;D5FA6;Cargo
416363000;KUO CHIA;BNBE;Cargo
477766900;PACIFIC COURAGE;VRJU5;Cargo
477854700;PTI HUDSON;VRPS3;Tanker
373233000;MSC CLORINDA;3FDW7;Cargo
319016900;VIJAYANAGAR;ZGAH5;Cargo
636016003;HYUNDAI PRIVILEGE;D5DY5;Cargo
304256000;NAJA;V2IA8;Cargo
215477000;BESIKTAS CHAMPION;9HA2741;Tanker
367740750;ERNEST    CAMPBELL;WDI8651;Towing(long)
236271000;MOYRA;ZDGR4;Tanker
538005962;BOWFIN;V7CG3;Tanker
311031400;AQUA ATLANTIC;C6YF9;Cargo
370633000;QUEEN KOBE;3EUA;Cargo
564335000;MTM ANTWERP;9V2587;Tanker
245315000;MOEZELBORG;PEAD;Cargo
354761000;QING MU;HOPO;Cargo
239574000;CAP ROMUALD;SVGN;Tanker
240124000;CAP LEON;SVGP;Tanker
357743000;BRIGHT OCEAN 3;3EZD9;Cargo
304738000;ALLER;V2BR9;Cargo
240837000;MARAN PLATO;SVAL9;Tanker
235113778;BERGE ASAHIDAKE;2IYI4;Cargo
538006022;SBI FLAMENCO;V7JA5;Cargo
566466000;SPICA LEADER;9V9599;Cargo
477476300;NAVE SYNERGY;VROB5;Tanker
212762000;LUNAMAR;5BNV2;Cargo
538005306;SAINT NIKOLAOS;V7CQ4;Cargo
311595000;HOEGH AMERICA;C6TD4;Cargo
305175000;LIFTER;V2DD4;Cargo
372313000;SHIOSAI;3FHW5;Cargo
353814000;NIPPON MARU;3FDA7;Cargo
538005679;SILVER MONIKA;V7FZ2;Tanker
305786000;WILSON DUNMORE;V2FS9;Cargo
352582000;LOCH LONG;3FCW;Cargo
255804280;HARBOUR FEATURE;CQNX;Tanker
371512000;ESPADON;3FYO5;Cargo
538003233;ACE;V7PI3;Tanker
371008000;VICTOIRE;3EAT6;Tanker
309042000;YAMUNA SPIRIT;C6WJ6;Tanker
304010685;RMS WEDAU;V2BU;Cargo
636016663;CAUTIN;D5HE8;Cargo
231701000;FUREVIK;OZ2082;Tanker
236108000;MERIT;ZDEB4;Cargo
212836000;ISADORA;P3LA8;Cargo
235067192;CMA CGM NEW JERSEY;2BLN2;Cargo
249345000;HAFNIA HENRIETTE;9HA4204;Tanker
477216000;GENCO PIONEER;VRYI4;Cargo
567303000;URU BHUM;HSGF2;Cargo
314168000;WILSON RYE;8PRC;Cargo
319009900;ECSTASEA;ZCYS8;Pleasure
477305100;OCEAN BEAUTY;VRLB4;Cargo
257514000;BOW SPRING;LADW6;Tanker
240311000;GALINI;SXRH;Cargo
303990000;USCG EAGLE;NRCB;Military
373943000;ELM K;3EVH2;Cargo
311000492;GREENLAND;C6CJ8;Cargo
351684000;SCARLET CARDINAL;3FYE3;Cargo
218352000;BUDAPEST EXPRESS;DGWE2;Cargo
256824000;POLARIS BEAUTY;9HDH9;Cargo
240675000;AKTEA OSRV;SXJR;Tanker
441723000;SAEHAN STELLAR;DSML2;Tanker
477087800;CHS WORLD;VRBN6;Cargo
238212000;HRVATSKA;9AA2364;Tanker
566061000;PHOENIX ADVANCE;9V8777;Tanker
311020400;NAVION EUROPA;C6XS5;Tanker
256328000;FT PORTORIA;9HA3887;Tanker
245935000;ZEALAND DELILAH;PBZI;Cargo
305649000;SAMBA;V2FE3;Cargo
538004319;SUEZ RAJAN;V7WJ9;Tanker
538006644;SILVER MILLIE;V7NP8;Tanker
219615000;WIND SERVER;OWLB2;Support
374242000;AFRICAN BULKER;3FGG7;Cargo
636015065;LEO STAR I;ELXC6;Cargo
563698000;NORD HOUSTON;9V9210;Cargo
311807000;DILONG SPIRIT;C6XA3;Tanker
255805885;BALTIC CAPTAIN I;CQYF;Tanker
259091000;OYLAKS;3YWB;Cargo
220513000;NORD BELL;OVSH2;Tanker
311004900;SWIFT ACE;C6XB8;Cargo
305540000;ROVA;V2ES7;Cargo
353160000;MSC SONIA;3EUP7;Cargo
256304000;OREGON TRADER;9HA3880;Cargo
477737100;LINTAN;VROU2;Cargo
538006711;CAS AVANCA;V7QK8;Cargo
271043681;M V ADATRANS;TCNP8;Cargo
244476000;SCELVERINGHE;PGAA;Dredging
477948800;YM WARMTH;VR005;Cargo
310602000;STENA PENGUIN;ZCEC9;Tanker
235103023;VOS GLORY;2HEN7;Cargo
304619000;ALK;V2BU3;Cargo
373362000;VENUS HALO;HOHJ;Cargo
266431000;BONITO;SFNG;Tanker
305836000;MILA;V2FX5;Cargo
247283800;SN OLIVIA;IBKC;Tanker
477669200;SHANDONG WEIHE;VRPT7;Tanker
355234000;NEW CENTURY 1;H9LA;Cargo
371151000;MAERSK MAYA;3FXX3;Tanker
305961000;ONEGO ROTTERDAM;V2QO7;Cargo
235068243;STENA MERSEY;2BPR6;Passenger
357123000;GLORY TELLUS;3EON3;Cargo
538002852;HISTRIA AZURE;V7MG7;Tanker
256785000;ASTAKOS;9HA4009;Cargo
538003321;EVERGLADES;V7QA3;Tanker
538003729;MOL MAJESTY;V7SV4;Cargo
563494000;PROGRESS;9V2305;Tanker
305117000;BF VICTORIA;V2CV4;Cargo
352062000;TRIUMPH ACE;H3CB;Cargo
255805625;VANESSA OLDENDORFF;CQFX;Cargo
305415000;CITY OF HONGKONG;V2EF7;Cargo
